"[Info]"
"Product";"Version";"Host";"Timestamp";"Author";"Connection";"Application"
"FngArchiv";"5.0.0";"CTPC06603";"2020-10-30 11:10:18";Manager;"CTPC06603";"Control"
"AdysTech.InfluxDB.Client.Net";"0.6.9.0"
2020-10-30 06:30:40;2.8610029255544;1900-01-01 19:28:03;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.114;"";"";"";"";"";"";"";"";"";"";-0.44492369890213;"";"";449.153016524656;"";"";408.683776169773;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:31:10;2.86135031505324;1900-01-01 19:28:33;"";"";"";"";30;17.5481084647179;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.747009277344;1000;"";26.924;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.0162778757512569;30.0014762878418;30;"";"";47.6993942260742;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:31:40;2.86169770455324;1900-01-01 19:29:03;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.909;"";"";"";"";"";"";"";"";"";"";-0.232221141457558;"";"";449.253402709965;"";"";408.784162355082;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:32:10;2.86204509405208;1900-01-01 19:29:33;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.866;"";"";"";"";"";"";"";"";"";"";-0.00299772620201111;"";"";449.303166801915;"";"";408.833926447032;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:32:40;2.86239248355093;1900-01-01 19:30:03;"";"";"";"";"";17.4663626473427;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.003;27.089;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:33:10;2.86273987304977;1900-01-01 19:30:33;17170;"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.9;"";"";"";"";"";"";"";"";"";"";"";"";"";449.402694985647;2776.2125453949;"";408.933454630764;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:33:40;2.86308726254861;1900-01-01 19:31:03;"";"";0;93.791145324707;"";17.5481084647179;12.1380907773972;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";1.005;27.137;"";"";"";"";"";8.78827476501465;"";0;0;0;-1.17868185043335E-05;"";"";449.453317079007;"";"";408.984076724124;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:34:10;2.86343465204745;1900-01-01 19:31:33;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.009;27.235;"";"";"";"";"";"";"";"";"";"";-0.289205431938171;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:34:40;2.8637854721088;1900-01-01 19:32:04;"";4066;"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.08;"";"";"";"";0;"";"";"";"";"";-0.201490461826324;"";"";449.553703264316;"";"";409.084462909433;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:35:10;2.86413141716088;1900-01-01 19:32:34;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.183;"";"";"";"";"";"";"";"";"";"";-0.35210183262825;"";"";449.603467356099;"";"";409.134227001216;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:35:40;2.86447880665972;1900-01-01 19:33:04;"";"";"";"";30;17.6843519809723;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.12213134766;1000;"";27.015;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.353613376617432;30.0014762878418;30;"";"";47.6993942260742;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:36:10;2.86482619615856;1900-01-01 19:33:34;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.983;"";"";"";"";"";"";"";"";"";"";-0.211981996893883;"";"";449.703853541408;"";"";409.234613186525;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:36:40;2.86517358565741;1900-01-01 19:34:04;"";"";"";"";"";17.7933459168434;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.895;"";"";"";"";"";"";"";"";"";"";0.00364492833614349;"";"";449.753617633358;"";"";409.284377278475;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:37:10;2.86552097515741;1900-01-01 19:34:34;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.109;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:37:40;2.86586836465625;1900-01-01 19:35:04;17170;"";"";"";"";17.7116000994682;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.86;"";"";"";"";"";"";"";"";"";"";-0.155944660305977;"";"";449.85314581709;2776.2125453949;"";409.384763463784;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:38:10;2.86621575415509;1900-01-01 19:35:34;"";"";0;93.8029022216797;"";17.6843519809723;12.1327551641464;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";27.033;"";"";"";"";"";8.7974853515625;"";0;0;0;-0.379912853240967;"";"";449.90376791045;"";"";409.434527555567;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:38:40;2.86656314365394;1900-01-01 19:36:04;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.001;27.029;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:39:10;2.86691053315278;1900-01-01 19:36:34;"";4066;"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.887;"";"";"";"";0;"";"";"";"";"";-0.314793765544891;"";"";450.003296094182;"";"";409.534055739299;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:39:40;2.86725792265162;1900-01-01 19:37:04;"";"";"";"";"";17.657102400589;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.069;"";"";"";"";"";"";"";"";"";"";0.0256954878568649;"";"";450.053918187709;"";"";409.584677832825;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:40:10;2.86760531215162;1900-01-01 19:37:34;"";"";"";"";30;17.5481084647179;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.857788085938;1000;"";26.889;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.205678313970566;29.9953231811523;30;"";"";47.6993942260742;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:40:40;2.86795270165046;1900-01-01 19:38:04;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.972;"";"";"";"";"";"";"";"";"";"";-0.170072346925735;"";"";450.153446371274;"";"";409.684206016391;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:41:10;2.86830009114931;1900-01-01 19:38:34;"";"";"";"";"";17.8205940353394;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.837;"";"";"";"";"";"";"";"";"";"";-0.295208871364594;"";"";450.204068464801;"";"";409.734828109917;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:41:40;2.86864748064815;1900-01-01 19:39:04;"";"";"";"";"";17.7660977983475;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.853;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:42:10;2.86899487014699;1900-01-01 19:39:34;17170;"";"";"";"";17.657102400589;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.112;"";"";"";"";"";"";"";"";"";"";-0.310739517211914;"";"";450.303596648533;2776.2125453949;"";409.83435629365;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:42:40;2.86934225964583;1900-01-01 19:40:04;"";"";0;93.8029022216797;"";17.5481084647179;12.1327551641464;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";27.16;"";"";"";"";"";8.80669689178467;"";0;0;0;0.00930365175008774;"";"";450.354218741893;"";"";409.884978387009;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:43:10;2.86968964914583;1900-01-01 19:40:34;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.997;26.913;"";"";"";"";"";"";"";"";"";"";-0.265047192573547;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:43:40;2.87003703864468;1900-01-01 19:41:04;"";4066;"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.779;"";"";"";"";0;"";"";"";"";"";-0.386139988899231;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:44:10;2.87038442814352;1900-01-01 19:41:34;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.923;"";"";"";"";"";"";"";"";"";"";-0.163970679044724;"";"";450.503511017575;"";"";410.034270662691;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:44:40;2.87073181764236;1900-01-01 19:42:04;"";"";"";"";30;17.4936107658386;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.970458984375;1000;"";26.915;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.356068342924118;30.0014762878418;30;450.554133110934;"";47.6993942260742;410.084892756051;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:45:10;2.8710792071412;1900-01-01 19:42:34;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.935;"";"";"";"";"";"";"";"";"";"";-0.276780784130096;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:45:40;2.8714265966412;1900-01-01 19:43:04;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;26.992;"";"";"";"";"";"";"";"";"";"";-0.0632326006889343;"";"";450.653661294667;"";"";410.184420939784;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:46:10;2.87177398614005;1900-01-01 19:43:34;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.003;27.076;"";"";"";"";"";"";"";"";"";"";"";"";"";450.704283388026;"";"";410.235043033143;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:46:40;2.87212137563889;1900-01-01 19:44:04;17170;"";"";"";"";17.7660977983475;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.094;"";"";"";"";"";"";"";"";"";"";-0.0333885252475739;"";"";"";2776.2125453949;"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:47:10;2.87246876513773;1900-01-01 19:44:34;"";"";0;93.7676239013672;"";17.7116000994682;12.1327551641464;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";27.049;"";"";"";"";"";8.8154468536377;"";0;0;0;0.00483270734548569;"";"";450.803811571759;"";"";410.334571216876;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:47:40;2.87281615463657;1900-01-01 19:45:04;"";"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.946;"";"";"";"";"";"";"";"";"";"";-0.0835833698511124;"";"";450.854433665285;"";"";410.385193310402;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:48:10;2.87316354413542;1900-01-01 19:45:34;"";4066;"";"";"";17.7116000994682;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.872;"";"";"";"";0;"";"";"";"";"";-0.24364110827446;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:48:40;2.87351093363542;1900-01-01 19:46:04;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.177;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:49:10;2.87385832313426;1900-01-01 19:46:34;"";"";"";"";30;17.657102400589;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.00451660156;1000;"";26.916;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.258816182613373;30.0014762878418;30;451.0037259408;"";47.6993942260742;410.534485585917;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:49:40;2.8742057126331;1900-01-01 19:47:04;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.019;"";"";"";"";"";"";"";"";"";"";-0.475447684526443;"";"";451.05434803416;"";"";410.585107679277;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:50:10;2.87455310213194;1900-01-01 19:47:34;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.198;"";"";"";"";"";"";"";"";"";"";-0.559970080852509;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:50:40;2.87490049163079;1900-01-01 19:48:04;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1;26.988;"";"";"";"";"";"";"";"";"";"";-0.265096515417099;"";"";451.153876217893;"";"";410.684635863009;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:51:10;2.87524788112963;1900-01-01 19:48:34;17170;"";"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.992;26.781;"";"";"";"";"";"";"";"";"";"";"";"";"";451.204498311419;2776.2125453949;"";410.735257956536;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:51:40;2.87559527062963;1900-01-01 19:49:04;"";"";0;93.89697265625;"";17.5481084647179;12.1380907773972;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";26.903;"";"";"";"";"";8.82327651977539;"";0;0;0;-0.239044725894928;"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:52:10;2.87594266012847;1900-01-01 19:49:34;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.004;"";"";"";"";"";"";"";"";"";"";0.00613293796777725;"";"";451.304026495151;"";"";410.834786140268;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:52:40;2.87629004962731;1900-01-01 19:50:04;"";4066;"";"";"";17.657102400589;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.005;27.14;"";"";"";"";0;"";"";"";"";"";-0.377058506011963;"";"";451.354648588511;"";"";410.885408233628;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:53:10;2.87663743912616;1900-01-01 19:50:34;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.006;27.168;"";"";"";"";"";"";"";"";"";"";0.0563239604234695;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:53:40;2.876984828625;1900-01-01 19:51:04;"";"";"";"";30;17.5753565832138;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.16577148438;1000;"";27.068;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.173147559165955;29.9953231811523;30;451.454176772243;"";47.6993942260742;410.98493641736;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:54:10;2.87733239868056;1900-01-01 19:51:34;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.022;"";"";"";"";"";"";"";"";"";"";-0.274806618690491;"";"";451.50479886577;"";"";411.035558510886;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:54:40;2.8776797881794;1900-01-01 19:52:04;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.003;"";"";"";"";"";"";"";"";"";"";-0.446166604757309;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:55:11;2.87802717767824;1900-01-01 19:52:34;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.878;"";"";"";"";"";"";"";"";"";"";-0.259748607873917;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:55:41;2.87837456717708;1900-01-01 19:53:04;17170;"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.972;"";"";"";"";"";"";"";"";"";"";-0.244800075888634;"";"";451.654091141285;2776.2125453949;"";411.184850786402;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:56:11;2.87872195667708;1900-01-01 19:53:34;"";"";0;93.8734588623047;"";"";12.1327551641464;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";"";27.134;"";"";"";"";"";8.83110618591309;"";0;0;0;-0.513927698135376;"";"";451.704713234644;"";"";411.235472879761;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 06:56:41;2.87906934617593;1900-01-01 19:54:04;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.855;"";"";"";"";"";"";"";"";"";"";-0.0781243070960045;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:57:11;2.87941673567477;1900-01-01 19:54:34;"";4066;"";"";"";17.7116000994682;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.018;"";"";"";"";0;"";"";"";"";"";-0.345549464225769;"";"";451.804241418377;"";"";411.335001063494;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:57:41;2.87976412517361;1900-01-01 19:55:04;"";"";"";"";"";17.7660977983475;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";0.998;26.939;"";"";"";"";"";"";"";"";"";"";-0.344341993331909;"";"";451.854863511903;"";"";411.38562315702;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:58:11;2.88011151467245;1900-01-01 19:55:34;"";"";"";"";30;17.6843519809723;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";999.988525390625;1000;"";27.149;"";"";"";"";"";"";8.80000019073486;"";"";"";0.0949539989233017;29.9953231811523;30;"";"";47.6993942260742;"";16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 06:58:41;2.8804589041713;1900-01-01 19:56:04;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.074;"";"";"";"";"";"";"";"";"";"";-0.344887584447861;"";"";451.954391695636;"";"";411.485151340752;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:59:11;2.8808062936713;1900-01-01 19:56:34;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.979;"";"";"";"";"";"";"";"";"";"";-0.41900709271431;"";"";452.005013788995;"";"";411.535773434112;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 06:59:41;2.88115368317014;1900-01-01 19:57:04;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.223;"";"";"";"";"";"";"";"";"";"";-0.153206631541252;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:00:11;2.88150107266898;1900-01-01 19:57:34;17170;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";1.002;27.062;"";"";"";"";"";"";"";"";"";"";-0.362892091274261;"";"";"";2776.2125453949;"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:00:41;2.88184846216782;1900-01-01 19:58:04;"";"";0;93.9087371826172;"";17.5481084647179;12.1327551641464;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";0.992;26.782;"";"";"";"";"";8.83801460266113;"";0;0;0;"";"";"";452.154306064511;"";"";411.685065709627;"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 07:01:11;2.88219585166667;1900-01-01 19:58:34;"";"";"";"";"";17.7116000994682;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.016;"";"";"";"";"";"";"";"";"";"";-0.316303610801697;"";"";452.204928158037;"";"";411.735687803154;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:01:41;2.88254324116551;1900-01-01 19:59:04;"";4066;"";"";"";17.5753565832138;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.048;"";"";"";"";0;"";"";"";"";"";-0.196539521217346;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:02:11;2.88289063066551;1900-01-01 19:59:34;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.086;"";"";"";"";"";"";"";"";"";"";-0.0871013402938843;"";"";452.304456341769;"";"";411.835215986886;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:02:41;2.88323802016435;1900-01-01 20:00:04;"";"";"";"";30;17.6843519809723;"";12.0000002975464;12;6.0000005364418;6;"";"";6.0000005364418;6;0;0;"";"";"";"";"";"";"";"";"";"";0;0;"";"";1000.33746337891;1000;"";27.041;"";"";"";"";"";"";8.80000019073486;"";"";"";-0.130779549479485;30.0014762878418;30;452.355078435129;"";47.6993942260742;411.885838080246;16.0131511688232;"";"";"";"";"";40.4692403548833;"";"";"";21;21
2020-10-30 07:03:11;2.88358540966319;1900-01-01 20:00:34;"";"";"";"";"";17.3846168299675;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.977;"";"";"";"";"";"";"";"";"";"";-0.316909164190292;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:03:41;2.88393279916204;1900-01-01 20:01:04;"";"";"";"";"";17.5481084647179;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.126;"";"";"";"";"";"";"";"";"";"";-0.35275012254715;"";"";452.454606618861;"";"";411.985366263978;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:04:11;2.88428018866088;1900-01-01 20:01:34;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.98;"";"";"";"";"";"";"";"";"";"";-0.181088030338287;"";"";452.505228712388;"";"";412.035988357504;"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:04:41;2.88462757816088;1900-01-01 20:02:04;17170;"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";27.189;"";"";"";"";"";"";"";"";"";"";"";"";"";"";2776.2125453949;"";"";"";"";"";"";"";"";"";"";"";"";"";""
2020-10-30 07:05:11;2.88497496765972;1900-01-01 20:02:34;"";"";0;93.7793807983398;"";17.7116000994682;12.1380907773972;"";"";"";"";0;0;"";"";"";"";0;0;0;0;0;0;0;0;0;0;"";"";0;0;"";"";0.999;26.983;"";"";"";"";"";8.845383644104;"";0;0;0;"";"";"";"";"";"";"";"";0;0;0;0;0;"";0;0;0;"";""
2020-10-30 07:05:41;2.88532235715856;1900-01-01 20:03:04;"";"";"";"";"";17.6843519809723;"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";26.909;"";"";"";"";"";"";"";"";"";"";"";"";"";452.654962988609;"";"";412.185722633726;"";"";"";"";"";"";"";"";"";"";"";""
